Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Clasificación
TABLETAS,7592601100492,000897,MULTIVIRAL X 30 CAP SIEGFRIED,8.1,0,8.1,90,2024-02-28 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,646824255105,005119,MULTIVITAMIN GUMMY (GOMITAS MULTIVITAMINAS) X60 GOMITAS NATURAL SYSTEMS,10,0,10,9,2024-02-01 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,18906101701602,000898,MULTIVITAMINA JARABE BALAXI 100ML,2.9,0,2.9,431,2023-09-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8904177406127,001347,MULTIVITAMINA X 10 TAB JMW,0.27,0,0.27,940,,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,8906130230565,003852,MULTIVITAMINAS JARABE AD/PED 100 ML BRIXMEDIC,1.7,0,1.7,178,2023-06-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,1890403097939,004093,MULTIVITAMINAS X 10 TAB (BLISTER) PHARMA COLINA,0.4,0,0.4,1636,2024-09-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,6937874107174,001655,MULTIVITAMINAS X 10 TAB BALAXI,0.55,0,0.55,446,2024-03-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,6970325652465,004696,MULTIVITAMINICO X 10 TABLETAS (BIOMEDIC),0.8,0,0.8,949,2024-11-01 00:00:00,,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7592803003980,005224,MUPIROCIN (DALCITRIN) 2% UNGUENTO 30GR  DOLLDER,8.55,0,8.55,12,2025-03-31 00:00:00,,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7592601101116,004660,MUPIROCIN (MUPROBAN) 2 % UNGUENTO 30 GR (SIEGFRIED),9.2,0,9.2,35,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,8904278577535,002999,MUPIROCIN 2% UNGUENTO (FAHD),4.7,0,4.7,119,2024-03-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592710000898,003521,MUXER (CLIMATERIO Y MENOPAUSIA) 500 MG X 60 CAP (FRASCO) HERBAPLANT,8.21,0,8.21,48,2024-12-02 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592710004049,005139,MUXER 500 MG X 30 CAPSULAS (HERBA),5.2,0,5.2,11,2024-03-11 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7707019350920,001846,N-ACETILCISTEINA (ZIFLUVIS) 600MG SOBRE 3G BIOQUIFAR,1.15,0,1.15,1770,2023-10-01 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7707019351507,002516,N-ACETILCISTTEINA (ZIFLUVIS) 200 MG 3 G SOBRE (BIOQUIFAR),0.8,0,0.8,449,2023-07-01 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591821210646,005269,NAFAZOLINA (CLADINE) 0.12MG/ML SOLUCION OFT X 15 ML FARMA,3.85,0,3.85,24,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7896714231143,002880,NAFAZOLINA (NEOSORO-NINAZO) 30 ML NEO QUIMICA,1.05,0,1.05,302,2023-08-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,(01)18906101701435(5,002136,NANVIT (VIT E) 400 IU X 10 CAP BLANDAS (BALAXI),1.6,0,1.6,1161,2023-11-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7896112121831,004343,NAPROXENO (ANALGESICO/ANTIINFLAMATORIO)  500MG X10 COMPRIMIDOS TEUTO,2.15,0,2.15,121,2023-07-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7703712030459,002264,NAPROXENO 250 MG X 10 TAB (COASPHARMA),1.2,0,1.2,368,2023-09-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,6942189304217,003661,NAPROXENO 500 MG X 10 TAB KMPLUS (CAJA),2,0,2,102,2024-05-31 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7467217703248,004931,NASOLVIN  (GOTAS NASALES) 15 ML S.R.L,1.2,0,1.2,42,2024-10-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7591096002328,002270,N-BUTIL BROMURO + METAMIZOL SODICO 20 MG - 2.5 GR / 5 ML  AMP (I.V. I /M) (BIOSANO),1.2,0,1.2,482,2023-07-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236123048,002987,N-BUTIL BROMURO DE HIOSCINA 20 MG / 1 ML I.M/ I.V AMP (VITALIS),0.95,0,0.95,1833,2024-08-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236125868,002831,N-BUTIL BROMURO HIOSCINA + DIPIRONA 20 MG+2.5G/ 5 ML  I.M/I.V VITALIS,1.2,0,1.2,585,2024-08-01 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7592782000338,005005,N-BUTILBROMURO DE HIOSCINA (BUTROPINA) 20 ML VINCENTI,4.4,0,4.4,66,2024-02-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8906069872515,003981,N-BUTILBROMURO DE HIOSCINA 10 MG X 10 TAB (CAJA) KMPLUS,1.5,0,1.5,80,2024-05-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8908003460260,005058,N-BUTILBROMURO DE HIOSCINA 20MG / ML (IM / IV) KMPLUS,0.95,0,0.95,976,2024-01-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7591821210547,005268,NEBIVOLOL (TONERVOL) 5 MG X 30 TABLETAS,7.75,0,7.75,78,2024-04-30 00:00:00,,,,,,,,,,,,,,,,,,
MMQ,NEBULIODO,003127,NEBULIZADOR ESTANDAR (ODOMEDIK),49,0,49,12,2025-01-01 00:00:00,,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7896714227290,003719,NEOCOFLAN (DICLOFENAC) (ANTIFLAMATORIO- ANALGESICO) GEL 30GR NEOQUIMICA,1.85,0,1.85,92,2023-09-30 00:00:00,,,,,,,,,,,,,,,,,,
MISCELANEOS,7898277713685,004340,NEORUB (MENTOL+ALCANFOR+ACEITE DE EUCALIPTO) 12GR ANT,1.35,0,1.35,127,2023-05-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,27800062002694,005020,NEOSTIGMINA 0.5MG/1ML AMP IM / IV FRESENIUS KABI,0.4,0,0.4,387,2023-04-30 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598455000261,004838,NEOSTIGMINA 0.5MG/ML AMP (I.V/I.M) (BIOSTIGMIN) BIOG,0.5,0,0.5,4765,2023-10-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236121594,002121,NEOSTIGMINA METILSULFATO 0.5 MG/ ML AMP (VITALIS),0.5,0,0.5,288,2024-03-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7898158694416,003282,NERALGYN (DIPIRONA+ISOMETHEPTEN+ CAFEINA) X 20 COMP (CAJA) CIFARMA,1.2,0,1.2,76,2023-09-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7591585113382,004484,NEUROMIX COMPLEJO VIT B + LIDOCAINA X 3 AMP I.M (LETI),5.35,0,5.35,48,2023-11-01 00:00:00,,,,,,,,,,,,,,,,,,
MISCELANEOS,7591635910244,005207,NEVADA PROTECTOR LABIAL CEREZA 4GR,1.624,0,1.624,161,2024-03-01 00:00:00,,,,,,,,,,,,,,,,,,
MISCELANEOS,7591635910275,005203,NEVADA PROTECTOR LABIAL COCO 4 GR,1.624,0,1.624,190,2024-04-01 00:00:00,,,,,,,,,,,,,,,,,,
MISCELANEOS,7591635910251,005204,NEVADA PROTECTOR LABIAL FRESA 4 GR,1.624,0,1.624,167,2024-05-01 00:00:00,,,,,,,,,,,,,,,,,,
MISCELANEOS,7591635910268,005205,NEVADA PROTECTOR LABIAL MANZANA 4 GR,1.624,0,1.624,193,2024-05-01 00:00:00,,,,,,,,,,,,,,,,,,
MISCELANEOS,7591635910282,005206,NEVADA PROTECTOR LABIAL NATURAL 4 GR,1.624,0,1.624,169,2024-04-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8906069872553,004118,NIEFEDIPINA 20 MG X 10 TAB (CAJA) KMPLUS,0.5,0,0.5,214,2023-01-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,)01=07460260000777)7,003765,NIFEDIPINA 10 MG X 10 TAB (BLISTER) BALAXI,0.4,0,0.4,174,2024-05-05 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7598008000571,000920,NIFEDIPINA 10MG X 10TAB LAND (BLISTER),0.3,0,0.3,220,2024-07-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,18901790704354,003767,NIFEDIPINA 20 MG X 10 TAB (BLISTER) CAPLIN,0.7,0,0.7,142,2023-05-30 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7598869000192,005132,NIFEDIPINA 20 MG X 30 TABLETAS NIOPHARMACEUTICAL,1.6,0,1.6,63,2024-07-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8904177406097,001449,NIFEDIPINA 20MG LP X 10 TAB JMW (BLISTER),0.28,0,0.28,4,2022-03-16 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7598008000588,000922,NIFEDIPINA 20MG X 10 TAB LAND (BLISTER),0.45,0,0.45,51,2024-07-31 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,720524031013,000923,NIFEDIPINA 20MG X 30 TAB LATTAN MEDIC,1.9,0,1.9,21,2024-05-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7598008000595,000924,NIFEDIPINA 30 MG X 10 TAB LAND (BLISTER),1.1,0,1.1,20,2024-10-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8906130231159,003327,NIFEDIPINO 30 MG X 10 TAB (BLISTER) BRIXMEDIC,0.75,0,0.75,926,2024-04-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7899620915046,000927,NIMESULIDA (SCAFLOGIN) 100MG X 12 COMP AD/PED (CAJA) GLOBO,1,0,1,6,2023-06-21 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7591818116067,003816,NIMESULIDE (REDUBEN) 100 MG X 10 TAB (CAJA) COFASA,4.85,0,4.85,64,2023-07-31 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,731946648505,003031,NIMESULIDE + PARACETAMOL 100 MG / 500 MG X 10 TAB (CAJA) ARTE MEDICO,1.9,0,1.9,38,2024-08-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8904306502171,004422,NIMESULIDE 100 MG (NID100) X10 TABLETAS (JAYWIN),1,0,1,58,2024-07-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,731946648499,003032,NIMESULIDE 100 MG X 15 TAB (CAJA) ARTE MEDICO,1.6,0,1.6,134,2024-08-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,18906047594207,004359,NIMODIPINA 30 MG X10 TAB (JMW),1.15,0,1.15,279,2024-10-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7598176000298,005048,NIMODIPINA 30MG X 30 TABLETAS ANGELUS,4.1,0,4.1,150,2024-04-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592803000798,005214,NIMODIPINO (NEMODINE) 30 MG X 20 COMP DOLLDER,6.2,0,6.2,39,2025-04-30 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592803001221,005215,NIMODIPINO (NEMODINE) 40MG X 20 COMP DOLLDER,7.85,0,7.85,46,2024-11-30 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,NINAVIR100,002097,NINAVIR 100 (REMDESIVIR 100MG) AMP I.V,33,0,33,2250,2023-08-31 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591821802957,000928,NINAZO  SOL GOTAS NASAL 15ML FARMA,1.8,0,1.8,548,2023-05-31 00:00:00,,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7468191033468,000931,NISTATINA 100.000UI X 10 OVULOS  S.R.L,3.15,0,3.15,196,2025-06-07 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7707355052533,005054,NITAZOXANIDA (MIIXEL) 500 MG X 6 SIEGFRIED,13.6,0,13.6,22,2024-04-30 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7707348530390,004850,NITAZOXANIDA (XINPA) 100MG/5ML SUSP. 60ML WHEST,6.45,0,6.45,52,2023-10-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7707019344202,004401,NITAZOXANIDA 500 MG( NITOXIPAR) X 6 TABLETAS (BIOQUIFAR),4.4,0,4.4,137,2023-09-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7598677000377,003560,NITROFURANTOINA 100 MG X 10 TAB (CAJA) CLEO,1.5,0,1.5,300,2024-06-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7896004714196,003447,NOCICLIN (LEVONORGESTREL 0.15MG / ETINILESTRADIOL 0.03MG) X21 COMP (CAJA) EMS,0.98,0,0.98,794,2022-11-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592710000744,003517,NONI (MORINDA CITRIFOLIA) 385 MG X 60 CAP (FRASCO) HERBAPLANT,4.73,0,4.73,17,2024-05-20 00:00:00,,,,,,,,,,,,,,,,,,
MISCELANEOS,7592803000835,002858,NOPUCID LOCION (ESCABICIDA) 100 ML (DOLLDER),5.742,0,5.742,239,2024-04-01 00:00:00,,,,,,,,,,,,,,,,,,
MISCELANEOS,7592803000811,002859,NOPUCID SHAMPOO (ESCABICIDA) 100 ML (DOLLDER),5.568,0,5.568,226,2024-04-30 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8904305500338,004605,NOREPINEFRINA BITARTO 8 MG X 1 AMP  ( I. V) ALCISTA,1.6,0,1.6,73,2023-08-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7591821902022,000938,NOTOLAC 20MG X 10 TAB,3.9,0,3.9,40,,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7592349723229,001477,NOVACODIN 50 MG /5 ML SOL ORAL  120 ML VARGAS,3.15,0,3.15,132,2024-02-01 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7592782000734,004611,NOVHEPAR B12 (COMPLEJO B) X 90 ML (VINCENTI),3,0,3,139,2024-02-28 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7800061000239,001946,NOXIPAR-20 (ENOXAPARINA DE SODIO 20MG/0.2ML) X 2 JERINGAS BIOSANO,16.2,0,16.2,173,2023-04-17 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7800061000123,003437,NOXIPAR-60 (ENOXAPARINA DE SODIO 60MG/0.6ML) X 2 JERINGAS BIOSANO,21,0,21,306,2023-04-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7800061000130,003438,NOXIPAR-80 (ENOXAPARINA DE SODIO 80MG/0.8ML) X 2 JERINGAS BIOSANO,25.2,0,25.2,283,2023-04-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592601303220,004269,NOXPIRIN GRIP S 12 TAB (SIEGFRIED),2.85,0,2.85,32,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7709443986638,005170,NUTRAGUM FIBRA X 21 GOMITAS SABOR A CIRUELA,5.336,0,5.336,120,2023-11-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,3515450073520,003075,NUTRICAP KERATINE ( COMPLEMENTO VITAMINICO) X 30 CAP ( POLINAC),16.994,0,16.994,48,2024-08-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7597189000028,004809,NUTRIFARM HAIR&NAIL X 30 CAPSULAS BLANDAS (PHARMATECH),8.9,0,8.9,24,2023-10-31 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592432018010,001844,NYTAXIN 500 MG X 6 CAP VIVAX,7.85,0,7.85,141,2023-06-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592946005964,003399,ÑAME SALVAJE (CLIMATERIO) 300 MG X 60 CAP (ARCO),7.9,0,7.9,55,2023-11-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592710000751,003518,ÑAME SALVAJE (MENOPAUSIA) 365 MG X 60 CAP (FRASCO) HERBAPLANT,6.85,0,6.85,115,2024-11-30 00:00:00,,,,,,,,,,,,,,,,,,
MMQ,810028130098,004098,OBTURADOR TAPA HEPARINA X 1 (MC MEDICAL),0.08,0,0.08,1501,2026-07-01 00:00:00,,,,,,,,,,,,,,,,,,
MMQ,4081967901216,003688,OBTURADOR X 1 (JHC MEDICA),0.08,0,0.08,820,2024-05-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8904306501037,002461,OLANZAPINA (OLAFINE-10) 10 MG X 10 TAB (JAYWIN),2.3,0,2.3,296,2024-06-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8904187831155,002701,OLANZAPINA 10 MG X 10 TAB (BIOMEDIC),1.95,0,1.95,409,2024-01-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8904187879706,002700,OLANZAPINA 5 MG X 10 TAB (BIOMEDIC),1.65,0,1.65,449,2024-01-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,6921875011394,003969,OLANZAPINA 5MG X 10 TAB KMPLUS (CAJA),1.95,0,1.95,336,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7598677000407,004415,OLANZAPINA 5MG X 30 TABLETAS (CLEO),2.4,0,2.4,93,2024-06-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8906130231166,003738,OLMESARTAN - HIDROCLOROTIAZIDA 40MG / 12.5MG X10 TAB (BLISTER) BRIX,2.05,0,2.05,552,2024-06-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8904306502195,004291,OLMESARTAN (PROLMETAN) 20 MG X 10 TAB (BLISTER) JAYWIN,1.2,0,1.2,138,2024-07-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7596347802559,004240,OLMESARTAN 20MG X 10 TAB (OLMEPLUS) DPT (BLISTER),1.2,0,1.2,316,2024-04-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7591519317695,004389,OLMESARTAN MEDOXOMIL (BIOCOR) 20 MG X 10 TABLETAS (MCK),2.3,0,2.3,52,2025-03-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7591519317701,004392,OLMESARTAN MEDOXOMIL (BIOCOR) 40 MG X 10 TABLETAS (MCK),3.8,0,3.8,10,2023-07-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592432004020,005134,OMEGA 3 (EPAX) 1200MG X 30 CAPSULAS BLANDAS VIVAX,12.25,0,12.25,15,2025-02-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,733739100092,004924,OMEGA 3 1000 MG X 100 CAPSULAS NOW,11.2,0,11.2,24,2024-08-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,733739110411,004923,OMEGA 3 1000 MG X 45 CAPSULAS NOW,7,0,7,24,2024-08-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7592946169635,003409,OMEGA 3 1000MG X 60 CAP (ARCO),10.2,0,10.2,12,2023-11-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,787790466550,000950,OMEGA 3 FISH OIL 1000MG X 100 CAP ETERNAL,10.208,0,10.208,226,2024-07-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,733739112750,004925,OMEGA 3-6-9 1000 MG X 100 TABLETAS NOW,18.2,0,18.2,11,2024-01-08 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7898495604406,004339,OMEPRAZOL (EUPET) 20MG X 90 CAPSULAS CIFARMA,3.4,0,3.4,27,2023-09-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,18904224200910,004480,OMEPRAZOL (OMETAR-20)  20 MG X30 TABLETAS PHARMA COLINA,1.5,0,1.5,69,2023-10-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,18904224200903,004481,OMEPRAZOL (OMETAR-40)  40 MG X30 TABLETAS PHARMA COLINA,1.65,0,1.65,162,,,,,,,,,,,,,,,,,,,
TABLETAS,7598008000601,002483,OMEPRAZOL 20 MG X 10 CAP ( LAND),0.55,0,0.55,4322,2024-12-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,18906043093254,003418,OMEPRAZOL 20 MG X 10 CAP (BLISTER) FAHD,0.6,0,0.6,237,2022-10-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,675696260078,003341,OMEPRAZOL 20 MG X 14 CAP (CAJA) BUKA,1.2,0,1.2,924,2024-03-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7591519000153,004962,OMEPRAZOL 20 MG X 14 TAB (CALOX),2.45,0,2.45,91,2024-02-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,890418788002,000951,OMEPRAZOL 20MG X 10 CAP (BIOPRAZOL),0.5,0,0.5,521,2024-06-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8906130230084,001313,OMEPRAZOL 20MG X 10 CAP BRIX,0.45,0,0.45,2598,2023-03-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,6930169708094,000955,OMEPRAZOL 20MG X 10 CAPS (BLISTER) BLUEMEDICAL,0.55,0,0.55,404,2024-07-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,21281084206,004530,OMEPRAZOL 40 MG AMP (I.V) (LIALI),1.2,0,1.2,1319,2023-10-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7592253001765,004009,OMEPRAZOL 40 MG POLVO LIOFILIZADO I.V AMP (DROVENPLUS),1.15,0,1.15,667,2023-06-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8906130230091,001314,OMEPRAZOL 40 MG X 10 CAP BRIX,0.6,0,0.6,957,2023-03-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,6921875005829,001421,OMEPRAZOL 40MG I.V AMP KMPLUS,1.25,0,1.25,354,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,18906104660982,004130,OMEPRAZOL 40MG POLVO LIOFILIZADO SOL INY I.V X 1 AMP (NEX),1.4,0,1.4,290,2023-03-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598008001219,004206,OMEPRAZOL POLVO P INY 40 MG USO I.V X 1 AMP (LAND),1.2,0,1.2,1405,2023-12-01 00:00:00,,,,,,,,,,,,,,,,,,
ALIMENTOS,7591285000814,004802,ONCOPLUS (PROTEINA DE SOYA+L-GLUTAMINA+L-CARNITINA) SABOR MANTECADO 400 GR GAMMA,17.4,0,17.4,7,2025-03-21 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7594001564164,003662,ONDANSETRON (ONDACARE) 8 MG X 10 TAB (CAJA) LAPREVEN,2.7,0,2.7,386,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,8906069872584,003972,ONDANSETRON 4MG X10 TABLETAS  KMPLUS,2.1,0,2.1,622,2023-05-31 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,7598677000070,003561,ONDANSETRON 8 MG X 10 TAB (CAJA) CLEO,3.3,0,3.3,116,2024-07-31 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8908003460536,003971,ONDANSETRON 8MG AMP X1 4ML  KMPLUS,1.25,0,1.25,413,2023-05-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906130230299,001315,ONDANSETRON 8MG/4ML I.M/I.V AMP BRIX,0.4,0,0.4,507,2023-08-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7800061357883,000963,ONDANSETRON 8MG/4ML I.V AMP BIOSANO,1.1,0,1.1,54,2025-06-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906089281281,002734,ONDANSETRON AMP 8 MG / 4 ML (JMW),1.3,0,1.3,405,2023-08-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7800061001571,000962,ONDASETRON 4MG/2ML I.V AMP BIOSANO,0.95,0,0.95,508,2025-07-21 00:00:00,,,,,,,,,,,,,,,,,,
MMQ,ORTOBANG20CMX2.7M,001614,ORTOBAN GUATA 8''X3YDS (20CMX2.70M) / 6 ROLLOS,17.4,0,17.4,24,2026-01-01 00:00:00,,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7592782000567,004612,OTAN SOL. GOTAS 5 ML (VIA TOPICA- USO TOPICO ) (VINCENTI),4.15,0,4.15,384,2024-04-30 00:00:00,,,,,,,,,,,,,,,,,,
MMQ,BIO001,004198,OVEROL DE PROTECCION PERSONAL CON CUBRE BOTAS XL (TRAJE DE BIOSEGURIDAD),6.96,0,6.96,190,2024-02-01 00:00:00,,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7591309900274,002539,OVERSKIN 10 % CREMA ANTIPANALITIS 50 GR,2.494,0,2.494,68,2025-02-01 00:00:00,,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,8906056850045,001998,OVIDREL (OVIGIL) 5000 UI AMP,33.6,0,33.6,40,2023-04-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,6921875006048,003117,OXACILINA 1 GR POLVO SOL INY USO I. M / I. V (HUMAN),0.6,0,0.6,214,2023-10-26 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,OXAKMPLUS,002747,OXACILINA 1G (I/M. I.V) AMP KMPLUS,0.7,0,0.7,445,2023-11-01 00:00:00,,,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,652931974280,000964,OXACILINA 1G I.M/I.V AMP EL MORRO,0.6,0,0.6,8,2023-08-01 00:00:00,,,,,,,,,,,,,,,,,,
TABLETAS,890425550103,003122,OXCARBAZEPINA 300 MG X 30 TAB (CAJA) ZUZU,8.3,0,8.3,836,2024-07-01 00:00:00,,,,,,,,,,,,,,,,,,
